APC,Provider State,Outpatient Services,Average Estimated Submitted Charges,Average Total Payments
0605 - Level 2 Hospital Clinic Visits,HI,64624,88.31274171,80.89864926
0605 - Level 2 Hospital Clinic Visits,IA,64461,143.9462425,71.99412001
0605 - Level 2 Hospital Clinic Visits,ID,77092,80.23986367,72.40587895
0605 - Level 2 Hospital Clinic Visits,IL,513281,143.3074553,76.76522344
0605 - Level 2 Hospital Clinic Visits,IN,156710,136.6674968,72.23507983
0605 - Level 2 Hospital Clinic Visits,KS,46982,188.1675382,71.04488336
0605 - Level 2 Hospital Clinic Visits,KY,84221,144.9074288,70.15961554
0605 - Level 2 Hospital Clinic Visits,LA,81575,104.9732447,69.21036837
0605 - Level 2 Hospital Clinic Visits,MA,553703,147.4857126,83.5170084
0605 - Level 2 Hospital Clinic Visits,ME,140180,82.68478199,72.53554209
0605 - Level 2 Hospital Clinic Visits,MI,160305,111.3049182,75.85672325
0605 - Level 2 Hospital Clinic Visits,MN,149391,133.0572567,78.24968003
0605 - Level 2 Hospital Clinic Visits,MO,260448,132.499295,69.83940046
0605 - Level 2 Hospital Clinic Visits,MS,52322,166.4037938,68.01682849
0605 - Level 2 Hospital Clinic Visits,MT,3390,165.2918584,74.72394985
0605 - Level 2 Hospital Clinic Visits,NC,584842,132.7732827,71.23879595
0605 - Level 2 Hospital Clinic Visits,ND,118794,79.84027325,75.63715693
0605 - Level 2 Hospital Clinic Visits,NE,29411,148.2353891,73.72906974
0605 - Level 2 Hospital Clinic Visits,NH,180877,106.1230225,80.97861624
0605 - Level 2 Hospital Clinic Visits,NJ,131418,279.4768946,85.12146555
0605 - Level 2 Hospital Clinic Visits,NM,56129,106.4395395,73.30440432
0605 - Level 2 Hospital Clinic Visits,NV,33494,186.3444088,78.82123933
0605 - Level 2 Hospital Clinic Visits,NY,614507,184.3982551,82.59443827
0605 - Level 2 Hospital Clinic Visits,OH,414622,126.1440212,71.08204027
0605 - Level 2 Hospital Clinic Visits,OK,55380,194.211861,69.57850379
0605 - Level 2 Hospital Clinic Visits,OR,96510,133.1354678,79.87601357
0605 - Level 2 Hospital Clinic Visits,PA,283455,133.6202961,72.23892202
0605 - Level 2 Hospital Clinic Visits,RI,31373,178.7950585,81.82505275
0605 - Level 2 Hospital Clinic Visits,SC,60487,171.5880369,71.50882752
0605 - Level 2 Hospital Clinic Visits,SD,9292,136.2497159,80.0895523
0605 - Level 2 Hospital Clinic Visits,TN,56184,154.0978081,68.55701712
0605 - Level 2 Hospital Clinic Visits,TX,604832,165.3142714,71.07600884
0605 - Level 2 Hospital Clinic Visits,UT,86057,109.0018761,71.77873293
0605 - Level 2 Hospital Clinic Visits,VA,171681,131.1780014,72.03520401
0605 - Level 2 Hospital Clinic Visits,VT,61729,127.4861347,81.73591553
0605 - Level 2 Hospital Clinic Visits,WA,297404,141.7005404,80.07338405
0605 - Level 2 Hospital Clinic Visits,WI,268562,112.4086974,75.41653722
0605 - Level 2 Hospital Clinic Visits,WV,55214,106.1529005,66.96539392
0605 - Level 2 Hospital Clinic Visits,WY,700,163.8695286,75.10998571
0606 - Level 3 Hospital Clinic Visits,AK,1419,178.5846371,114.7702255
0606 - Level 3 Hospital Clinic Visits,AL,11757,308.5069525,90.70937569
0606 - Level 3 Hospital Clinic Visits,AR,21306,184.3744128,91.00610063
0606 - Level 3 Hospital Clinic Visits,AZ,11717,266.5019331,101.7952309
0606 - Level 3 Hospital Clinic Visits,CA,232287,219.6243644,123.4703514
0606 - Level 3 Hospital Clinic Visits,CO,29813,184.3942508,102.7006336
0606 - Level 3 Hospital Clinic Visits,CT,23852,283.9997761,114.9708414
0606 - Level 3 Hospital Clinic Visits,DC,22867,183.3134631,102.5816242
0606 - Level 3 Hospital Clinic Visits,DE,4479,167.5142018,103.5847935
0606 - Level 3 Hospital Clinic Visits,FL,129493,193.2836353,97.37534593
0606 - Level 3 Hospital Clinic Visits,GA,33022,246.295318,95.26430834
0606 - Level 3 Hospital Clinic Visits,HI,10314,118.7461072,107.5395976
0606 - Level 3 Hospital Clinic Visits,IA,47075,187.933563,96.33373914
0606 - Level 3 Hospital Clinic Visits,ID,1581,152.4866414,95.76510436
0606 - Level 3 Hospital Clinic Visits,IL,107127,195.5508736,101.5040574
0606 - Level 3 Hospital Clinic Visits,IN,33635,175.7761002,94.33465111
0606 - Level 3 Hospital Clinic Visits,KS,7332,277.6625573,94.1086293
0606 - Level 3 Hospital Clinic Visits,KY,13591,249.7414495,92.04311971
0606 - Level 3 Hospital Clinic Visits,LA,15010,168.0264024,91.14856229
0606 - Level 3 Hospital Clinic Visits,MA,312915,190.1891946,111.0822998
0606 - Level 3 Hospital Clinic Visits,ME,50174,118.6416596,96.80693666
0606 - Level 3 Hospital Clinic Visits,MI,58309,134.8797611,99.74828123
0606 - Level 3 Hospital Clinic Visits,MN,67260,134.049488,100.5151227
0606 - Level 3 Hospital Clinic Visits,MO,42982,224.3756503,91.69187078
0606 - Level 3 Hospital Clinic Visits,MS,25593,185.8433064,91.49447388
0606 - Level 3 Hospital Clinic Visits,MT,24222,106.6371315,99.76080134
0606 - Level 3 Hospital Clinic Visits,NC,139133,147.3616951,93.71295983
0606 - Level 3 Hospital Clinic Visits,ND,55981,118.0668121,99.61931512
0606 - Level 3 Hospital Clinic Visits,NE,9202,188.2306998,95.11029776
0606 - Level 3 Hospital Clinic Visits,NH,110122,151.0848024,108.85857
0606 - Level 3 Hospital Clinic Visits,NJ,31541,338.1939647,112.7948366
0606 - Level 3 Hospital Clinic Visits,NM,49427,115.0725458,97.19968762
0606 - Level 3 Hospital Clinic Visits,NV,3068,279.907425,105.8160887
0606 - Level 3 Hospital Clinic Visits,NY,236135,223.8033293,106.5639785
0606 - Level 3 Hospital Clinic Visits,OH,119755,197.9690321,94.41365321
0606 - Level 3 Hospital Clinic Visits,OK,42701,258.6371605,92.66701459
0606 - Level 3 Hospital Clinic Visits,OR,32175,173.3783136,106.0244438
0606 - Level 3 Hospital Clinic Visits,PA,95740,169.3899496,95.20361364
0606 - Level 3 Hospital Clinic Visits,RI,8583,263.5174799,108.2852441
0606 - Level 3 Hospital Clinic Visits,SC,17590,165.9982251,93.42463331
0606 - Level 3 Hospital Clinic Visits,SD,3643,201.7011117,107.4358331
0606 - Level 3 Hospital Clinic Visits,TN,20882,175.9079217,90.8506666
0606 - Level 3 Hospital Clinic Visits,TX,303820,198.7181934,93.51736864
0606 - Level 3 Hospital Clinic Visits,UT,12052,200.6459418,94.96025224
0606 - Level 3 Hospital Clinic Visits,VA,130102,182.7174667,95.34657622
0606 - Level 3 Hospital Clinic Visits,VT,46083,183.5369355,109.0452182
0606 - Level 3 Hospital Clinic Visits,WA,118684,182.0731634,107.2055807
0606 - Level 3 Hospital Clinic Visits,WI,141180,136.5029457,103.1882291
0606 - Level 3 Hospital Clinic Visits,WV,4188,164.8803677,88.02864613
0606 - Level 3 Hospital Clinic Visits,WY,128,239.2734375,99.086875
0607 - Level 4 Hospital Clinic Visits,AK,380,442.4883421,145.7582368
0607 - Level 4 Hospital Clinic Visits,AL,4993,334.9554516,117.7908332
0607 - Level 4 Hospital Clinic Visits,AR,10255,220.1575251,116.5920137
0607 - Level 4 Hospital Clinic Visits,AZ,4447,423.4019204,130.1452485
0607 - Level 4 Hospital Clinic Visits,CA,78368,285.7836972,158.6232675
0607 - Level 4 Hospital Clinic Visits,CO,7615,252.8500026,132.344088
0607 - Level 4 Hospital Clinic Visits,CT,6178,382.7105552,146.767101
0607 - Level 4 Hospital Clinic Visits,DC,5733,241.7384214,131.4735618
0607 - Level 4 Hospital Clinic Visits,DE,1492,198.6115483,132.5646381
0607 - Level 4 Hospital Clinic Visits,FL,30873,321.4248282,123.5834788
0607 - Level 4 Hospital Clinic Visits,GA,9261,309.2681039,119.5505064
0607 - Level 4 Hospital Clinic Visits,HI,494,152.7933198,139.5652834
0607 - Level 4 Hospital Clinic Visits,IA,11354,240.9321129,122.7519544
0607 - Level 4 Hospital Clinic Visits,ID,4674,158.7241014,126.2411682
0607 - Level 4 Hospital Clinic Visits,IL,33672,260.971893,129.7051467
0607 - Level 4 Hospital Clinic Visits,IN,11141,277.5629638,122.7239278
0607 - Level 4 Hospital Clinic Visits,KS,2984,229.5078921,118.5914544
0607 - Level 4 Hospital Clinic Visits,KY,5681,308.1671836,118.3218694
0607 - Level 4 Hospital Clinic Visits,LA,2518,256.8424265,116.3640469
0607 - Level 4 Hospital Clinic Visits,MA,91687,282.9298946,141.9139708
0607 - Level 4 Hospital Clinic Visits,ME,14221,150.5225047,125.8164454
0607 - Level 4 Hospital Clinic Visits,MI,15655,213.3825398,129.3581571
0607 - Level 4 Hospital Clinic Visits,MN,18289,197.8117617,132.2704741
0607 - Level 4 Hospital Clinic Visits,MO,8186,258.2694234,117.3868971
0607 - Level 4 Hospital Clinic Visits,MS,7467,338.6319995,117.1305625
0607 - Level 4 Hospital Clinic Visits,MT,2446,160.4907155,131.9832543
0607 - Level 4 Hospital Clinic Visits,NC,30091,219.9741644,120.2498614
0607 - Level 4 Hospital Clinic Visits,ND,3870,165.0432506,127.5308114
0607 - Level 4 Hospital Clinic Visits,NE,3736,243.7400589,121.1448153
0607 - Level 4 Hospital Clinic Visits,NH,17296,209.6496184,141.9115674
0607 - Level 4 Hospital Clinic Visits,NJ,10503,430.0519452,145.3849519
0607 - Level 4 Hospital Clinic Visits,NM,101,392.2933663,123.6582178
0607 - Level 4 Hospital Clinic Visits,NV,384,567.0614583,131.7076042
0607 - Level 4 Hospital Clinic Visits,NY,43363,267.186226,138.6734216
0607 - Level 4 Hospital Clinic Visits,OH,27828,272.2702875,121.3465722
0607 - Level 4 Hospital Clinic Visits,OK,9346,371.0091098,118.7001016
0607 - Level 4 Hospital Clinic Visits,OR,5054,231.5164721,136.1448595
0607 - Level 4 Hospital Clinic Visits,PA,26707,241.5685599,122.8179694
0607 - Level 4 Hospital Clinic Visits,RI,2167,413.9878634,138.6600508
0607 - Level 4 Hospital Clinic Visits,SC,2717,365.3320427,119.4083254
0607 - Level 4 Hospital Clinic Visits,SD,823,330.8025152,134.4072539
0607 - Level 4 Hospital Clinic Visits,TN,5218,275.7093542,116.4880107
0607 - Level 4 Hospital Clinic Visits,TX,48313,299.7355389,120.5064368
0607 - Level 4 Hospital Clinic Visits,UT,2021,282.440663,120.5926769
0607 - Level 4 Hospital Clinic Visits,VA,16850,248.4464053,122.7255092
0607 - Level 4 Hospital Clinic Visits,VT,4110,249.0252579,140.5858443
0607 - Level 4 Hospital Clinic Visits,WA,27591,290.714815,137.3191309
0607 - Level 4 Hospital Clinic Visits,WI,31790,205.6652202,131.66053
0607 - Level 4 Hospital Clinic Visits,WV,896,233.6007366,113.7916629
0607 - Level 4 Hospital Clinic Visits,WY,41,318.9512195,125.3463415
0608 - Level 5 Hospital Clinic Visits,AL,396,590.1961111,150.2815657
0608 - Level 5 Hospital Clinic Visits,AR,905,284.672232,154.5486298
0608 - Level 5 Hospital Clinic Visits,AZ,594,447.0413973,170.4309764
0608 - Level 5 Hospital Clinic Visits,CA,14960,369.764131,210.1127059
0608 - Level 5 Hospital Clinic Visits,CO,188,476.4156915,169.7105851
0608 - Level 5 Hospital Clinic Visits,CT,531,439.3764595,191.5587382
0608 - Level 5 Hospital Clinic Visits,DC,938,270.7817377,173.2913859
0608 - Level 5 Hospital Clinic Visits,FL,4551,404.4582663,160.3846341
0608 - Level 5 Hospital Clinic Visits,GA,708,360.3924435,159.4811723
0608 - Level 5 Hospital Clinic Visits,IA,200,256.5134,160.8729
0608 - Level 5 Hospital Clinic Visits,ID,435,224.6350575,166.0587126
0608 - Level 5 Hospital Clinic Visits,IL,4322,352.2631883,171.34972
0608 - Level 5 Hospital Clinic Visits,IN,587,425.7718228,160.1613288
0608 - Level 5 Hospital Clinic Visits,KS,48,213.3958333,160.7775
0608 - Level 5 Hospital Clinic Visits,KY,511,407.2938748,153.172544
0608 - Level 5 Hospital Clinic Visits,LA,374,285.2001337,154.8559893
0608 - Level 5 Hospital Clinic Visits,MA,8507,333.3406136,187.6076173
0608 - Level 5 Hospital Clinic Visits,ME,59,300.700678,158.3574576
0608 - Level 5 Hospital Clinic Visits,MI,2331,243.1393779,171.6918104
0608 - Level 5 Hospital Clinic Visits,MN,652,213.9477454,177.891089
0608 - Level 5 Hospital Clinic Visits,MO,196,351.8252551,154.7819898
0608 - Level 5 Hospital Clinic Visits,MS,973,368.8658068,153.5605961
0608 - Level 5 Hospital Clinic Visits,MT,148,182.4900676,165.1809459
0608 - Level 5 Hospital Clinic Visits,NC,2080,286.0024327,160.1216779
0608 - Level 5 Hospital Clinic Visits,ND,249,247.3725703,167.6088755
0608 - Level 5 Hospital Clinic Visits,NE,137,358.7063504,160.9510949
0608 - Level 5 Hospital Clinic Visits,NH,1175,258.008434,187.1162298
0608 - Level 5 Hospital Clinic Visits,NJ,1587,647.1823314,191.6591052
0608 - Level 5 Hospital Clinic Visits,NM,112,164,158.41
0608 - Level 5 Hospital Clinic Visits,NV,98,1104.704082,180.5177551
0608 - Level 5 Hospital Clinic Visits,NY,5507,321.1229962,188.7874305
0608 - Level 5 Hospital Clinic Visits,OH,1882,418.7148034,160.9690329
0608 - Level 5 Hospital Clinic Visits,OK,1457,444.1077488,156.8327316
0608 - Level 5 Hospital Clinic Visits,OR,656,295.0528506,176.1939177
0608 - Level 5 Hospital Clinic Visits,PA,1657,381.3162945,161.0348763
0608 - Level 5 Hospital Clinic Visits,RI,560,450.0141607,183.0222857
0608 - Level 5 Hospital Clinic Visits,SC,165,534.5807273,152.3231515
0608 - Level 5 Hospital Clinic Visits,SD,95,213.0421053,189.4803158
0608 - Level 5 Hospital Clinic Visits,TN,372,397.2789785,153.9900538
0608 - Level 5 Hospital Clinic Visits,TX,3838,511.8955107,155.2357348
0608 - Level 5 Hospital Clinic Visits,UT,257,406.2717121,157.6769261
0608 - Level 5 Hospital Clinic Visits,VA,2320,369.8236293,159.1254267
0608 - Level 5 Hospital Clinic Visits,VT,517,240.6475822,182.8372727
0608 - Level 5 Hospital Clinic Visits,WA,3138,351.355615,179.6462237
0608 - Level 5 Hospital Clinic Visits,WI,2595,231.1900578,172.8299615
0690 - Level I Electronic Analysis of Devices,AK,32,246.4671875,40.5
0690 - Level I Electronic Analysis of Devices,AL,544,219.8262868,31.32748162
0690 - Level I Electronic Analysis of Devices,AR,3664,103.2160126,31.08798854
0690 - Level I Electronic Analysis of Devices,AZ,3031,307.3928439,34.91080831
0690 - Level I Electronic Analysis of Devices,CA,24497,242.4117116,41.50761644
0690 - Level I Electronic Analysis of Devices,CO,3999,208.5744286,35.46828207
0690 - Level I Electronic Analysis of Devices,CT,8616,189.3069139,40.49409819
0690 - Level I Electronic Analysis of Devices,DC,2065,133.2280678,35.8568184
0690 - Level I Electronic Analysis of Devices,DE,5162,52.77508718,36.68347733
0690 - Level I Electronic Analysis of Devices,FL,15962,144.0347456,33.90643152
0690 - Level I Electronic Analysis of Devices,GA,9299,116.9534305,33.26470373
0690 - Level I Electronic Analysis of Devices,HI,481,73.73388773,37.91259875
0690 - Level I Electronic Analysis of Devices,IA,2857,137.7574554,32.82828491
0690 - Level I Electronic Analysis of Devices,ID,6444,56.91930633,33.82163873
0690 - Level I Electronic Analysis of Devices,IL,43814,221.8922961,35.30672913
0690 - Level I Electronic Analysis of Devices,IN,18264,192.0477716,34.09972021
0690 - Level I Electronic Analysis of Devices,KS,6434,175.200185,33.64470469
0690 - Level I Electronic Analysis of Devices,KY,1985,74.14896725,33.00841814
0690 - Level I Electronic Analysis of Devices,LA,1894,104.3765048,32.67967265
0690 - Level I Electronic Analysis of Devices,MA,24269,360.1390169,39.02571305
0690 - Level I Electronic Analysis of Devices,ME,4492,87.37032947,34.35270703
0690 - Level I Electronic Analysis of Devices,MI,48615,120.8356964,35.50937344
0690 - Level I Electronic Analysis of Devices,MN,25727,150.7165041,37.47555486
0690 - Level I Electronic Analysis of Devices,MO,8043,64.01523437,32.99090389
0690 - Level I Electronic Analysis of Devices,MS,9511,146.2604384,32.21809694
0690 - Level I Electronic Analysis of Devices,MT,7844,119.1624783,35.21329551
0690 - Level I Electronic Analysis of Devices,NC,17713,123.4513696,33.62957545
0690 - Level I Electronic Analysis of Devices,ND,10980,70.719949,35.42715301
0690 - Level I Electronic Analysis of Devices,NE,673,125.7381129,34.46298663
0690 - Level I Electronic Analysis of Devices,NH,18325,124.492358,37.97812933
0690 - Level I Electronic Analysis of Devices,NJ,29176,291.3461444,40.55635591
0690 - Level I Electronic Analysis of Devices,NM,1396,78.54233524,34.24345272
0690 - Level I Electronic Analysis of Devices,NV,32,241.369375,38.77
0690 - Level I Electronic Analysis of Devices,NY,12069,176.567854,39.59726904
0690 - Level I Electronic Analysis of Devices,OH,46283,207.815066,33.59750059
0690 - Level I Electronic Analysis of Devices,OK,19621,110.3113001,32.70704755
0690 - Level I Electronic Analysis of Devices,OR,10824,84.1408435,36.056517
0690 - Level I Electronic Analysis of Devices,PA,48556,183.4827521,33.27698884
0690 - Level I Electronic Analysis of Devices,RI,46,67.30434783,38.51
0690 - Level I Electronic Analysis of Devices,SC,2693,70.88421092,33.26277386
0690 - Level I Electronic Analysis of Devices,SD,847,96.63343566,38.11042503
0690 - Level I Electronic Analysis of Devices,TN,8270,144.4077666,33.4703821
0690 - Level I Electronic Analysis of Devices,TX,18058,232.9665943,33.32512294
0690 - Level I Electronic Analysis of Devices,UT,1352,108.3930325,32.95547337
0690 - Level I Electronic Analysis of Devices,VA,15363,140.3298203,33.19647335
0690 - Level I Electronic Analysis of Devices,VT,2683,169.2422065,38.29757361
0690 - Level I Electronic Analysis of Devices,WA,10307,79.7495702,37.12035122
0690 - Level I Electronic Analysis of Devices,WI,39465,190.4831755,35.927925
0690 - Level I Electronic Analysis of Devices,WV,2237,126.756692,29.97300402
0690 - Level I Electronic Analysis of Devices,WY,109,138.7981651,38.66633028
0692 - Level II Electronic Analysis of Devices,AK,19,348.3336842,137.17
0692 - Level II Electronic Analysis of Devices,AL,172,599.5665698,98.21616279
0692 - Level II Electronic Analysis of Devices,AR,390,646.5220513,104.3876154
0692 - Level II Electronic Analysis of Devices,AZ,291,423.766323,109.8376289
0692 - Level II Electronic Analysis of Devices,CA,1664,810.4222115,138.5753606
0692 - Level II Electronic Analysis of Devices,CO,571,1085.835079,112.1771804
0692 - Level II Electronic Analysis of Devices,CT,360,433.1273056,128.8933611
0692 - Level II Electronic Analysis of Devices,FL,1109,683.9243733,104.102633
0692 - Level II Electronic Analysis of Devices,GA,565,485.642885,105.8833451
0692 - Level II Electronic Analysis of Devices,HI,13,300,120.5076923
0692 - Level II Electronic Analysis of Devices,IA,2328,593.9380369,103.529171
0692 - Level II Electronic Analysis of Devices,ID,213,401.5912207,106.2077465
0692 - Level II Electronic Analysis of Devices,IL,1924,678.945894,111.1309771
0692 - Level II Electronic Analysis of Devices,IN,594,609.5711448,100.3573401
0692 - Level II Electronic Analysis of Devices,KS,901,1260.745505,102.5422863
0692 - Level II Electronic Analysis of Devices,KY,249,640.1928514,102.6408434
0692 - Level II Electronic Analysis of Devices,LA,235,505.3377021,101.1831915
0692 - Level II Electronic Analysis of Devices,MA,1742,686.3969001,123.9296096
0692 - Level II Electronic Analysis of Devices,ME,138,253.8204348,109.177029
0692 - Level II Electronic Analysis of Devices,MI,1047,628.4691309,111.059064
0692 - Level II Electronic Analysis of Devices,MN,723,389.3953389,115.9077593
0692 - Level II Electronic Analysis of Devices,MO,1324,481.8332477,101.578565
0692 - Level II Electronic Analysis of Devices,MS,156,449.5649359,96.23596154
0692 - Level II Electronic Analysis of Devices,MT,137,453.6371533,114.1710219
0692 - Level II Electronic Analysis of Devices,NC,1392,413.7372342,104.1015445
0692 - Level II Electronic Analysis of Devices,ND,732,246.4621585,110.9271038
0692 - Level II Electronic Analysis of Devices,NE,240,532.4872083,109.894875
0692 - Level II Electronic Analysis of Devices,NH,794,654.7233123,119.366398
0692 - Level II Electronic Analysis of Devices,NJ,103,573.9320388,123.8317476
0692 - Level II Electronic Analysis of Devices,NM,412,321.6097573,109.6293689
0692 - Level II Electronic Analysis of Devices,NV,46,698.8478261,115.4886957
0692 - Level II Electronic Analysis of Devices,NY,406,837.5665025,115.2010345
0692 - Level II Electronic Analysis of Devices,OH,2384,649.0310529,103.415151
0692 - Level II Electronic Analysis of Devices,OK,857,382.4910152,102.6348425
0692 - Level II Electronic Analysis of Devices,OR,643,400.3443701,117.4978227
0692 - Level II Electronic Analysis of Devices,PA,841,606.5200951,103.6603448
0692 - Level II Electronic Analysis of Devices,RI,33,1168.227879,118.8375758
0692 - Level II Electronic Analysis of Devices,SC,354,905.9451977,103.5530791
0692 - Level II Electronic Analysis of Devices,SD,30,671.0826667,117.5776667
0692 - Level II Electronic Analysis of Devices,TN,695,600.104964,105.4135108
0692 - Level II Electronic Analysis of Devices,TX,1567,1032.810172,103.913963
0692 - Level II Electronic Analysis of Devices,UT,402,282.6085572,102.5195522
0692 - Level II Electronic Analysis of Devices,VA,969,371.8625903,106.3603096
0692 - Level II Electronic Analysis of Devices,VT,64,770.9989063,121.79
0692 - Level II Electronic Analysis of Devices,WA,956,462.3224582,117.349864
0692 - Level II Electronic Analysis of Devices,WI,762,542.6795276,109.9337533
0692 - Level II Electronic Analysis of Devices,WV,544,531.5199265,97.51665441
0698 - Level II Eye Tests & Treatments,AR,1853,269.6686239,60.25295737
0698 - Level II Eye Tests & Treatments,AZ,1631,259.9480687,65.49939301
0698 - Level II Eye Tests & Treatments,CA,20221,189.9437961,82.19662133
0698 - Level II Eye Tests & Treatments,CO,2719,483.7448584,68.63963957
0698 - Level II Eye Tests & Treatments,DC,1015,232.1492611,68.76793103
0698 - Level II Eye Tests & Treatments,FL,42,192.2047619,63.49
0698 - Level II Eye Tests & Treatments,GA,1892,229.8126321,64.71714588
0698 - Level II Eye Tests & Treatments,HI,727,79.83768913,70.06392022
0698 - Level II Eye Tests & Treatments,IA,5226,156.8665136,63.89255645
0698 - Level II Eye Tests & Treatments,IL,8380,178.7155776,68.3155716
0698 - Level II Eye Tests & Treatments,IN,808,186.426052,64.76269802
0698 - Level II Eye Tests & Treatments,KS,137,82.71532847,58.72
0698 - Level II Eye Tests & Treatments,KY,29,180.5517241,58.82517241
0698 - Level II Eye Tests & Treatments,LA,1355,129.8268708,60.98812546
0698 - Level II Eye Tests & Treatments,MA,10412,186.1702199,74.68174894
0698 - Level II Eye Tests & Treatments,ME,2671,70.81954324,64.17639835
0698 - Level II Eye Tests & Treatments,MI,12795,167.7008456,66.85140367
0698 - Level II Eye Tests & Treatments,MN,5755,155.6888202,68.06622589
0698 - Level II Eye Tests & Treatments,MO,2059,97.74307916,60.30427878
0698 - Level II Eye Tests & Treatments,MT,123,82.55520325,69.49487805
0698 - Level II Eye Tests & Treatments,NC,7900,220.8112342,64.44527468
0698 - Level II Eye Tests & Treatments,ND,3705,110.6153846,69.33922267
0698 - Level II Eye Tests & Treatments,NE,13,289.18,64.81
0698 - Level II Eye Tests & Treatments,NH,1806,282.8684164,74.12054264
0698 - Level II Eye Tests & Treatments,NJ,1837,294.5775667,78.37057703
0698 - Level II Eye Tests & Treatments,NM,571,107.8791594,65.13635727
0698 - Level II Eye Tests & Treatments,NY,8028,213.5933034,73.60683857
0698 - Level II Eye Tests & Treatments,OH,6617,172.3884343,63.58348194
0698 - Level II Eye Tests & Treatments,OR,3595,200.9745313,71.3381363
0698 - Level II Eye Tests & Treatments,PA,5922,305.2345778,64.50619892
0698 - Level II Eye Tests & Treatments,RI,158,198.3723418,73.32
0698 - Level II Eye Tests & Treatments,SC,787,278.4841169,62.9574587
0698 - Level II Eye Tests & Treatments,SD,59,74.27898305,66.79
0698 - Level II Eye Tests & Treatments,TN,3350,365.846791,64.16399701
0698 - Level II Eye Tests & Treatments,TX,15742,230.530688,62.85716872
0698 - Level II Eye Tests & Treatments,UT,3035,158.1117628,63.54050082
0698 - Level II Eye Tests & Treatments,VA,4241,222.1019429,63.2822872
0698 - Level II Eye Tests & Treatments,VT,2570,234.7832685,73.32
0698 - Level II Eye Tests & Treatments,WA,3799,178.1163754,70.64356146
0698 - Level II Eye Tests & Treatments,WI,7651,170.9786381,68.82111227
0698 - Level II Eye Tests & Treatments,WV,999,131.8970571,58.77196196
